Sr#,uid,scannedCode,scannedType,time,result,date,sqlDate,genNote,isFav
1,,bitcoin:33YczNhPM3UoW2Pn2KwBJpL9bkx4794uz1?amount=0.01073958,URI,"27 Dec,  01:14","{""format"":""QR_CODE"",""numBits"":0,""text"":""bitcoin:33YczNhPM3UoW2Pn2KwBJpL9bkx4794uz1?amount\u003d0.01073958"",""timestamp"":1703679256229}",27-12-2023,2023-12-27,,0
